income,age,credit_score,debt_ratio,loan_amount,risk_class
72923.47886246465,42.51388395780534,739.7565749206542,0.22268737118330867,14489.698883728952,LowRisk
103410.53950656681,41.733266527150654,770.1104765527153,0.2563669871069175,10186.764684773489,LowRisk
77138.02445099759,39.95083902070136,768.2835506755235,0.3228790354501514,14972.562569990527,LowRisk
98363.42494938332,27.243547739349303,822.8000906184205,0.21041250325221938,12804.894387603186,LowRisk
95397.41476330407,43.77987540172377,757.619328024639,0.2643391226608151,7631.384560669951,LowRisk
93674.80230094906,28.779208261927423,722.8808297793066,0.19610753572962253,11682.962302930204,LowRisk
77442.0994773034,63.18250275400903,738.9197966564789,0.12211810415786692,13910.20837606897,LowRisk
103328.88113939986,49.839349028758264,781.9145479488307,0.11554435634394448,9418.036845855793,LowRisk
128758.57150533985,61.60926491252959,734.1639618182043,0.1733424345503576,17779.267755175948,LowRisk
47601.995001883944,64.76033879056106,773.1860212882204,0.30094734172270354,22187.30115960346,LowRisk
99763.83020260514,51.23395666803728,759.5418448412852,0.12593941457725147,17270.281632784157,LowRisk
97185.48510976338,53.69819778011096,715.693313895096,0.31206966061593133,21239.8864052692,LowRisk
88133.38665425613,34.42108133876142,769.7345473747363,0.163913291147699,12319.987464251897,LowRisk
93178.78718298722,60.99050581989374,714.6079294070248,0.28099526655761325,12537.287757523,LowRisk
105682.68906025859,30.16813238029343,730.916106082015,0.11981385458173796,9813.851080937326,LowRisk
95159.46500653836,38.092494572656776,750.8119676911032,0.2886434963833423,9097.747261002569,LowRisk
77433.650901922,49.76343192557512,774.3598054761814,0.10806690160352275,19679.26512238899,LowRisk
102866.74565172945,40.72198076274243,783.2344687852051,0.23985262562031434,4497.242519633026,LowRisk
70868.4572425284,35.70814163757686,796.211778846867,0.2847699331669481,13438.00640504927,LowRisk
86200.38017526593,31.214658237128774,772.8039422900997,0.07769548179447097,11118.83787740766,LowRisk
62451.71058719515,53.31948180223947,786.8783189778547,0.21014122724862958,10263.026914241844,LowRisk
98695.43800574826,38.69652920996374,740.8451699985651,0.1529874020886997,8078.451575681818,LowRisk
58624.64256143167,61.51087888611228,754.691747952048,0.2213700444101142,16798.572056756206,LowRisk
85348.52142878211,37.88880602032861,734.585768178356,0.1465702666014822,10837.912720157961,LowRisk
69661.10693351335,69.21232730313955,729.9282129794309,0.1773314554903297,10308.715135274093,LowRisk
70755.29211591718,37.26862456436748,768.168911096146,0.2878096834084348,16853.286152039087,LowRisk
64613.9360055561,66.65247134493555,772.5350338275939,0.06693479961093773,13881.975601090455,LowRisk
55165.78772151396,47.93632606197604,741.8383375964439,0.3415008430038735,7695.707618672965,LowRisk
92943.97449482452,46.79012960260209,829.0258821366132,0.1508843182023561,14935.966932760119,LowRisk
110003.52000858697,53.08131837427163,777.6354631933916,0.2777987092899081,16425.62854994254,LowRisk
84193.92904357478,62.63498216740379,815.9469961718188,0.14744452574306338,16334.646673461895,LowRisk
111142.9196548742,41.910857750781524,733.5429621733676,0.0896663204131479,16322.860259366564,LowRisk
79276.60581864494,50.52317857498679,744.7124154407541,0.23480093619388068,10845.713021035968,LowRisk
113703.62679023939,50.44714931103124,769.0354985887225,0.18808210779083429,16091.728045080936,LowRisk
77154.50660017437,47.954772956435924,759.1122838660561,0.25799806285151783,11085.309802940232,LowRisk
102447.435254924,35.29879111020292,786.6845994022867,0.28609429588945023,-1612.7183914692923,LowRisk
94447.39450742338,10.281666581829242,780.0661738462326,0.26886886093274875,7999.046429003227,LowRisk
86370.26090755826,51.969005150151446,793.4849156909073,0.14627260422584143,15508.199640420149,LowRisk
100334.27572047472,41.03297757750168,784.9598192123995,0.07101006737826004,10845.747846900844,LowRisk
61152.11911045344,60.67595820167578,730.5015774442629,0.34167467622804926,12243.748792554707,LowRisk
84584.75097137851,52.477009564445055,746.7719771865764,0.11183874588594962,15284.561222873806,LowRisk
77434.4321443999,43.21162198447909,722.018033521071,0.3026176380630146,8653.229598280184,LowRisk
76462.52403312958,38.378886986451484,732.4719646488355,0.36820458354148833,11459.022797910711,LowRisk
89237.60905316388,54.854180467021614,774.9452308759729,0.2273622786323455,12767.307685957767,LowRisk
91768.04991934983,52.94581353853896,745.1069551216033,0.20358219287182097,10032.394590740005,LowRisk
69147.99822723499,52.132287580236536,756.6236236039755,0.23197519511259035,13310.352420344487,LowRisk
107399.04721862405,51.33318687953313,771.3021727611184,0.2583095026180424,20060.662816521035,LowRisk
79265.4258791426,50.97414493081291,733.5715323628306,0.049425733608112477,-4119.81769326597,LowRisk
79988.48613528587,45.14843389813134,763.9117491694318,0.31557882232530415,16104.55753035161,LowRisk
94916.6573668239,35.44123889237799,742.0328699429461,0.25848320081153436,7622.962448192781,LowRisk
113522.87464033828,44.24485940449739,778.5123182159643,0.21382578898380536,10718.504434943234,LowRisk
76336.61905586235,44.1859830193255,808.817508599713,0.09204858971617733,1103.7844819990514,LowRisk
84619.72592916386,73.08859977706337,777.4646308765102,0.3377040587893086,9221.509192237701,LowRisk
95166.52933544107,30.55240054440093,795.7618253711709,0.1357135952578606,5520.084277811142,LowRisk
80699.376360419,39.42637715200193,739.4974814644693,0.3334586902225496,4958.003727347786,LowRisk
80306.97687272906,27.858394902636256,802.8047516573458,0.1246226031404097,17369.253991758975,LowRisk
79777.35311490156,52.005649025564345,775.211334694108,0.3000377587315364,15506.853367811185,LowRisk
112404.71365732039,50.02093061445704,732.3249357173653,0.2208147128444792,18204.652197212356,LowRisk
89825.4827478531,34.40465010213555,746.1839925412488,0.18215546594615203,8204.543787389659,LowRisk
90491.88890793208,49.219141378109626,707.474547458826,0.13939534823691974,-2064.474683962424,LowRisk
70621.83010550881,64.55545866744686,784.4753150414876,0.15918654019227202,11344.198760357465,LowRisk
68749.31160923971,41.94130551618638,755.1414651036274,0.2804097458821486,3791.836994368363,LowRisk
62725.24304580518,32.54943611391361,737.9106354261062,0.2799397967100097,4166.820635017854,LowRisk
90777.29967458021,41.590469474211865,737.6011753621734,0.2699917766899732,4063.8890313028933,LowRisk
73431.70572970036,46.66616173400848,748.005063372602,0.3625562825047215,19216.318718885188,LowRisk
95913.43287093379,51.87567464941525,673.8047430004486,0.20056329158636543,22389.090038624083,LowRisk
89822.2874360981,37.110888195936475,739.7046160604651,0.22716572585314704,9723.720470788818,LowRisk
89790.68534523441,36.289829583039,773.5255912973998,0.16067856370186934,19158.079343025256,LowRisk
109549.82166729632,56.297584902154895,780.9031606027863,0.1593638072547307,10864.179535867399,LowRisk
78949.28631109472,47.550328570217886,781.3928760759684,0.18428886547108303,15784.918543409334,LowRisk
59632.748639825324,53.99029781822641,789.0447663099193,0.23003392786003934,16614.607725219423,LowRisk
108295.57333441096,48.13694562088879,726.2453384499903,0.3956683043202256,16585.80099938038,LowRisk
58500.757031872694,64.25789753887136,806.3330580835337,0.27230038598327705,6767.897604239214,LowRisk
82858.34537811815,49.185607447562674,787.9178649636036,0.25070692251983556,7370.1887519660095,LowRisk
77706.43020025246,74.92550619231466,784.8255333892027,0.0646217511824107,15822.796787081303,LowRisk
63829.84047340142,51.60946244280466,745.9026926033816,0.17789911961450888,12556.164292780475,LowRisk
70099.22769893282,61.229516095502014,739.551733398647,0.4112049423978399,7677.568137288376,LowRisk
99636.88177895581,31.89691652404585,766.5674371423827,0.3650915613173454,6152.014142510514,LowRisk
67120.98049125231,27.96912095856996,784.0055551206375,0.32960965463673875,5284.214973143772,LowRisk
89378.08576757452,31.05159219227302,727.0058297541318,0.19001424280732798,23008.934962636857,LowRisk
76011.30043342893,41.86899715934716,764.4256647369546,0.0875432487492114,14408.601936596166,LowRisk
69433.66909695424,12.866647183933267,714.5928667046544,0.2883705133245732,4226.699825469255,LowRisk
85607.03921691897,37.07279509417852,762.6604349457342,0.3032504842910987,6867.476471550702,LowRisk
88560.40582725327,56.360645472673156,701.1075806561838,0.3157247044082536,17355.817981907938,LowRisk
69053.46895415867,40.601450172072084,722.890397349436,0.26438494287893965,6953.9799784946745,LowRisk
76011.58787099065,40.21797513202497,774.7253633736593,0.11558132085483659,16134.924100301932,LowRisk
77861.20066894274,47.681598454575884,799.039760577095,0.21236099251274204,15603.79969892748,LowRisk
48956.74796568286,46.46333890515656,731.8779806862491,0.11798554170189883,10359.792167765107,LowRisk
102961.56805932692,33.35056668215681,806.0373353007986,0.17781396672334532,11109.71661079679,LowRisk
86047.61093006365,49.66065300804774,777.3489663880102,0.1626464909285797,6186.507689620925,LowRisk
73193.80000528341,35.38804017357934,787.6402505414728,0.18926291179367527,14550.801398052505,LowRisk
98305.24751975709,57.373433459212094,756.8360662507938,0.22165630370738684,14966.510568422904,LowRisk
93541.4811843328,30.88884196087694,757.3686804235704,0.16354955483379202,10106.73200231494,LowRisk
79720.60470868049,34.08975796687149,753.8947647334602,0.3453753727688296,6054.169404130072,LowRisk
88451.6968362859,47.12384696019402,780.8085531440216,0.29554226992402993,19725.815469266672,LowRisk
89720.23965852949,51.39515865040913,777.9070929541612,0.12390426494940296,10043.66656119818,LowRisk
59259.727792939375,39.11622877959385,781.0161955944072,0.19981781990078032,19621.636161734335,LowRisk
105522.58574376316,36.64022840543822,769.8682997295869,0.2137413985273907,7212.163907578593,LowRisk
48309.18561618989,38.40748443353046,739.8035024116683,0.2568901803977662,12017.604393906702,LowRisk
64723.94881017317,61.34876520385586,731.5603534295424,0.1579139029783134,16305.829309564435,LowRisk
95543.38374933992,44.02555642864388,746.9976988952628,0.3108233804968359,8350.407900755616,LowRisk
86213.19442945802,48.780568138168334,759.648861426048,0.06651397598278491,11098.85914260585,LowRisk
79795.51306178828,52.75231679371019,720.9200189509669,0.20787552315638913,4262.010582809168,LowRisk
88983.00417914179,60.49542984926387,744.4206637878947,0.24925302419682022,12183.17571920566,LowRisk
84906.24985994116,59.97492230703491,769.9912956040661,0.18412949555543148,9877.512961455694,LowRisk
74842.57431942075,61.46191362640977,741.2971475238996,0.4021868170809014,12884.197929244321,LowRisk
107538.36628539546,60.421470705447376,716.3258819794245,0.05953150931349471,21946.37899090573,LowRisk
85752.56536829557,27.51886073483574,755.5014042114361,0.15705014794040745,10866.18384028273,LowRisk
80997.56935087047,36.89528569466903,763.4604008017078,0.20707093742688293,8309.273201584994,LowRisk
75490.05022413297,36.52783073056503,739.5988527352847,0.4239541035038236,11483.539840147792,LowRisk
69980.52863098931,60.174863968816375,781.0703349432254,0.23399753013453445,11890.67573103903,LowRisk
76213.90387776724,49.98437893994749,756.3731441709318,0.32609276470693394,11770.741595984353,LowRisk
100487.01328537849,43.01216368124715,770.6919249447182,0.2260476367252077,10508.584637001015,LowRisk
75848.06032026702,58.72959082096628,693.6924328682898,0.07760340624708392,28840.764899865088,LowRisk
71986.82601777342,39.643074606474755,752.4106216953417,0.29528091905067444,18109.085179861682,LowRisk
55109.44301449714,34.91963203615319,688.3371476823003,0.3074008490494479,12576.874654738262,LowRisk
67334.0011596329,44.24639808145666,765.0774163795752,0.29664393597010574,10670.272483815299,LowRisk
97106.1441400747,43.05541059475034,752.7140707030525,0.39824188245973036,13533.34688022894,LowRisk
87623.50359784096,54.71191352846609,680.0829303511953,0.20029752349774754,12202.142897104872,LowRisk
93898.71083933662,33.62093037258814,776.1529459242496,0.3186602526001534,2502.3936629368527,LowRisk
99745.57588677885,47.50395886101647,672.7205961521854,0.2885193811264838,8406.17803941366,LowRisk
82199.81744227181,37.978145198861434,826.6878021209883,0.22629431923583743,10927.58576497917,LowRisk
70570.23349709972,47.33532689968501,721.4509224483564,0.2615009354640405,9431.840179068167,LowRisk
102513.98038417152,49.25966047193396,763.526727249564,0.13865932352627583,16305.643311373073,LowRisk
85167.3254459816,44.78201166888098,769.0482707985645,0.29070829297386225,6499.933435309462,LowRisk
101917.51773526733,64.85157963974785,728.7353071486499,0.32045104814636066,15920.339235606709,LowRisk
91905.09414724004,55.03649442523602,764.0915998509125,0.21143320833721885,14311.536658625366,LowRisk
69001.20836848683,29.00229376295514,722.8482738495727,0.12373446390533983,11582.548562320826,LowRisk
74782.24225302934,38.33695634012358,792.6049614454502,0.06883584318395344,10701.590919651122,LowRisk
88199.80843836708,56.20722692608316,797.8641421347616,0.19121714280668875,14544.003203147191,LowRisk
98139.94703806605,46.09850226804717,768.3330455953192,0.1999130429037471,12327.080067767936,LowRisk
107376.02732130699,43.661141117972946,758.967030510024,0.152228092066736,11925.315187374554,LowRisk
81949.30972504606,34.38092389716326,773.1602650311556,0.1467903766513649,11669.366520020421,LowRisk
64227.58405806993,50.979978841453246,791.428999329504,0.17250760982058969,11691.664526341347,LowRisk
54798.23667571474,61.43047417223055,767.2599279034097,0.21149698425027505,8751.589229736152,LowRisk
89799.49013530443,40.37332748019434,735.8499236250846,0.061285966500450845,10677.550866831218,LowRisk
85277.16585621255,40.256221389074184,748.3852509909462,0.2072569226997028,11642.975363235953,LowRisk
100459.9129702893,53.7959577560813,707.4392693676922,0.07681283324509758,14299.623619319038,LowRisk
105615.32679224917,40.04542677669255,780.9219004450471,0.12825444641853823,14281.540528459316,LowRisk
94537.77522900308,50.07613938886683,790.7191288255816,0.11485066680671721,14498.246557208367,LowRisk
63173.424281755426,53.74307755207449,739.3615135814389,0.17152906023666292,18575.936993457617,LowRisk
81126.39482372988,50.480640200592184,815.1372940425526,0.06559920372455985,18514.154785921157,LowRisk
108948.74293292171,49.58652670731138,792.0904978359221,0.06901796507859284,5388.946910242678,LowRisk
73961.65798340118,49.25688599579366,784.8611598730101,0.24603420659040995,485.215550857989,LowRisk
81359.12026134708,38.948705556384596,749.5051404656014,0.1330487155584435,13702.599901411242,LowRisk
97776.14176749319,33.159820723008096,728.2531125786866,0.16351367973119657,9502.89017851268,LowRisk
106623.3291400839,48.608349711070105,731.0390249321727,0.19841512065536954,5696.706755287275,LowRisk
88438.25440372959,45.938010351817816,745.111667468974,0.3196529414196503,12750.910011185724,LowRisk
84791.77977790163,48.24757653490564,773.040673346643,0.1838016102716001,10877.963926297389,LowRisk
93206.26515432927,53.76706149994564,795.8260671556131,0.2601161132617925,13097.25618628117,LowRisk
98740.19715156028,59.934280022636806,805.261394150037,0.24191850869151516,5599.873597510627,LowRisk
66326.80658368199,46.33132247628343,775.2514407162706,0.20613640535098346,14274.321486773742,LowRisk
71660.21859172182,40.317325549756966,770.929188468173,0.12089793542691504,11800.386607453673,LowRisk
84444.85340338972,45.61786747235395,767.5577010953216,0.12249625697273821,8849.022798228583,LowRisk
105946.13011176142,40.76888601659231,756.630486022913,0.1527600875103331,14371.262968815665,LowRisk
115912.45291374202,44.7681139236277,723.7865402219082,0.24103178638312112,12868.684332731162,LowRisk
119724.74529504805,48.349860127154884,786.6496732731443,0.219080911328393,23162.140953297203,LowRisk
92012.16778175376,41.9188989583092,712.6798101100936,0.20190508120039713,7039.148540683241,LowRisk
94652.60599201277,42.6609128022629,788.3894232796382,0.25885096929467405,11523.494170665628,LowRisk
82255.78999581962,29.641874289346696,793.2328521080889,0.09560412337188393,18585.46010098653,LowRisk
84139.22895428613,35.308788014721,760.8247890876087,0.28191238259016843,11181.972867663,LowRisk
94948.67820550952,69.12965987542105,763.5270855858937,0.20246760786538728,9645.319054711154,LowRisk
107125.84328611533,26.902814347906702,809.2203394295292,0.09336597475254488,10717.581352811965,LowRisk
55238.579364021294,30.90800591446328,758.5713905538961,0.0895895218449293,9507.959698842918,LowRisk
92647.80562757514,46.35385174666236,776.8882239483971,0.11578809536391406,21325.654978763647,LowRisk
51487.74755843511,39.20583966552691,772.3307147296147,0.12581464717777846,5937.6763367482345,LowRisk
98088.84473915966,12.898609918193259,765.6850663944128,0.24577314094227057,10660.169258765454,LowRisk
61965.08951428234,48.37430817597256,710.7750548556047,0.30980162308740633,10569.245558125342,LowRisk
90571.52202726182,34.22633854344655,739.8025507374335,0.3056853348748457,7088.3391370751715,LowRisk
90128.84086599482,41.47261932309887,717.7557570442732,0.21026563475306217,5329.6626101241545,LowRisk
120579.51540104329,61.78213726599185,781.927308528866,0.15306136613879123,7188.985425880203,LowRisk
74053.21230334688,41.33589359950087,733.8604313559188,0.14904361054967963,15546.051330439592,LowRisk
68426.16723616295,48.905204848337256,731.4244855135462,0.3187564422057969,22073.87004275005,LowRisk
82650.71912350424,38.954895834911575,684.9430821930479,0.18438576521777048,24604.043303702932,LowRisk
87664.57606375546,36.8341373761839,730.0769915168651,0.36997981714178096,16454.017396309828,LowRisk
84266.91457256489,37.065380485308545,846.3751836395393,0.16095212575809975,15537.11463106443,LowRisk
93527.83853274846,56.98708694277551,777.211006243923,0.30619518785190347,7873.086070548815,LowRisk
86018.98877733444,46.84124887906041,805.1653447232347,0.29570075309244626,8501.187749537186,LowRisk
86168.23252675988,39.36774824616336,729.7974166166622,0.3750270649307321,18500.85794732404,LowRisk
84825.72782982317,43.21107935825866,776.3661042912588,0.17460528963637578,9470.593298590036,LowRisk
67707.66550418448,46.99047941096621,784.5550119900752,0.2335266737053065,2573.0469954151413,LowRisk
89700.48039775298,60.223655945076786,717.2485738658233,0.08244143796180783,19976.66453952858,LowRisk
71937.896231072,16.903905670208108,795.7272037205335,0.18450126402883754,17600.94195989945,LowRisk
81861.99716922634,22.447279269930284,773.2494902635359,0.19412412595565598,15265.1501886298,LowRisk
68314.44851144674,43.77959326754518,804.7476798592471,0.20380095579194585,11544.309046578519,LowRisk
75024.5464077739,34.04436732616081,734.1102359615527,0.08212831233807188,24547.29016666631,LowRisk
94038.32802941703,43.75709530366892,767.9493093864454,0.24975295215356197,12203.04915235155,LowRisk
91106.04206888749,37.12502119663355,753.276504347242,0.3045459743234299,19860.276498537474,LowRisk
90653.47511911082,37.33956389250408,804.1817601006335,0.29605776704717107,6450.791684000802,LowRisk
81078.33616563182,48.62048597695561,754.4332382489389,0.34041083038691256,14656.001965833806,LowRisk
85536.44307090885,44.106555941306496,782.9757591248904,0.28653605747751876,17235.39377377207,LowRisk
110547.41251979495,35.30296155373241,787.3822668804356,0.14937494855675407,12276.545163177874,LowRisk
75488.53769672847,47.98432875041788,760.9318905519146,0.0736273056523428,8218.502324766914,LowRisk
90971.30471131124,61.08894155954346,699.4474762603263,0.22123001912951615,8258.911680350324,LowRisk
74220.19438404398,51.90406050695208,762.9454609201102,0.170059121842286,19297.859132801164,LowRisk
74772.92877258832,29.68610103943606,737.8100917674324,0.3469379515021409,260.0317663422302,LowRisk
95026.62722117755,52.01392064286143,729.2740568679683,-0.006911175054459068,20413.224115812816,LowRisk
66442.70996222927,36.807501323597364,735.4811491886588,0.1203517116332454,8146.363378067666,LowRisk
88185.06866591066,39.49710663653899,787.261786699609,0.18897618243507255,14467.545978664873,LowRisk
80394.51531462597,45.59041955830179,706.8358853359554,0.2386212468168925,16976.620958279014,LowRisk
